Year,GeoAreaName,Value
2015,Austria,6.25
2017,Austria,6.91
2018,Austria,6.44
2019,Austria,6.18
2020,Austria,6.37
2021,Austria,6.39
2011,Belgium,9.54
2015,Belgium,6.97
2017,Belgium,7.50
2018,Belgium,7.31
2019,Belgium,7.79
2020,Belgium,7.58
2021,Belgium,6.90
2011,Czechia,11.47
2015,Czechia,9.07
2017,Czechia,9.85
2018,Czechia,8.88
2019,Czechia,8.98
2020,Czechia,8.71
2021,Czechia,7.07
2011,France,11.63
2015,France,7.56
2017,France,6.57
2018,France,6.53
2019,France,6.83
2020,France,6.30
2021,France,6.21
2011,Germany,12.64
2015,Germany,7.32
2017,Germany,7.57
2018,Germany,7.31
2019,Germany,7.64
2020,Germany,7.47
2021,Germany,6.37
2011,Italy,8.18
2015,Italy,6.05
2017,Italy,5.98
2018,Italy,6.08
2019,Italy,6.33
2020,Italy,6.15
2021,Italy,4.76
2011,Netherlands,9.53
2015,Netherlands,8.77
2017,Netherlands,8.20
2018,Netherlands,7.76
2019,Netherlands,6.86
2020,Netherlands,7.30
2021,Netherlands,6.55
2011,Norway,13.08
2015,Norway,8.78
2017,Norway,6.22
2018,Norway,6.25
2019,Norway,6.21
2020,Norway,4.08
2021,Norway,5.07
2017,Portugal,7.90
2018,Portugal,5.74
2019,Portugal,7.68
2020,Portugal,7.16
2021,Portugal,6.03
2011,Spain,6.63
2015,Spain,6.06
2017,Spain,5.63
2018,Spain,5.64
2019,Spain,5.35
2020,Spain,5.03
2021,Spain,5.16
2017,Sweden,9.59
2018,Sweden,8.09
2019,Sweden,7.95
2020,Sweden,7.93
2021,Sweden,7.36
2011,Switzerland,11.65
2015,Switzerland,15.38
2017,Switzerland,9.89
2018,Switzerland,9.06
2019,Switzerland,8.45
2020,Switzerland,8.25
2021,Switzerland,6.28
2017,Türkiye,10.41
2018,Türkiye,13.09
2019,Türkiye,13.60
2020,Türkiye,11.11
2021,Türkiye,22.44
2021,Türkiye,22.44
