Year,GeoAreaName,Age,Sex,Value
2009,Albania,15-49,FEMALE,86.6
2018,Albania,15-49,FEMALE,92.3
2010,Armenia,15-49,FEMALE,95.1
2016,Armenia,15-49,FEMALE,96
2018,Georgia,15-49,FEMALE,95.4
2012,Kyrgyzstan,15-49,FEMALE,93.7
2020,Republic of Moldova,15-49,FEMALE,95.6
2019,Serbia,15-49,FEMALE,99.7
2012,Tajikistan,15-49,FEMALE,60.2
2017,Tajikistan,15-49,FEMALE,47.5
2019,Turkmenistan,15-49,FEMALE,85.4
2007,Ukraine,15-49,FEMALE,97.5
2019,North Macedonia,15-49,FEMALE,98.4
2022,Uzbekistan,15-49,FEMALE,89.4
2022,Uzbekistan,15-49,FEMALE,89.4
