Year,GeoAreaName,Sex,Value
2016,Albania,FEMALE,34.8
2018,Albania,FEMALE,36.9
2020,Albania,FEMALE,43.6
2015,Azerbaijan,FEMALE,35.0
2020,Azerbaijan,FEMALE,38.8
2021,Azerbaijan,FEMALE,38.8
2019,Austria,FEMALE,23.1
2021,Austria,FEMALE,24.6
2022,Austria,FEMALE,25.7
2019,Armenia,FEMALE,9.0
2020,Armenia,FEMALE,9.0
2021,Armenia,FEMALE,9.1
2022,Armenia,FEMALE,24.7
2019,Belgium,FEMALE,39.0
2017,Bosnia and Herzegovina,FEMALE,18.6
2021,Bosnia and Herzegovina,FEMALE,19.6
2016,Bulgaria,FEMALE,26.0
2020,Bulgaria,FEMALE,27.2
2019,Belarus,FEMALE,48.2
2014,Croatia,FEMALE,19.9
2018,Croatia,FEMALE,26.4
2022,Croatia,FEMALE,30.0
2018,Cyprus,FEMALE,16.0
2019,Cyprus,FEMALE,16.0
2021,Cyprus,FEMALE,16.1
2017,Czechia,FEMALE,27.1
2019,Czechia,FEMALE,27.9
2020,Czechia,FEMALE,28.0
2021,Czechia,FEMALE,28.0
2014,Denmark,FEMALE,30.5
2018,Denmark,FEMALE,33.3
2014,Estonia,FEMALE,31.1
2018,Estonia,FEMALE,28.6
2022,Estonia,FEMALE,29.5
2018,Finland,FEMALE,39.0
2022,Finland,FEMALE,40.2
2018,France,FEMALE,40.4
2020,France,FEMALE,40.0
2022,France,FEMALE,42.3
2018,Georgia,FEMALE,13.5
2022,Georgia,FEMALE,23.7
2018,Germany,FEMALE,27.0
2020,Germany,FEMALE,27.8
2021,Germany,FEMALE,29.2
2022,Germany,FEMALE,30.3
2015,Hungary,FEMALE,28.5
2020,Hungary,FEMALE,30.5
2015,Iceland,FEMALE,44.0
2019,Iceland,FEMALE,47.0
2020,Iceland,FEMALE,47.0
2021,Iceland,FEMALE,47.0
2015,Ireland,FEMALE,20.1
2020,Ireland,FEMALE,23.9
2019,Italy,FEMALE,30.4
2020,Italy,FEMALE,31.8
2021,Italy,FEMALE,32.1
2022,Italy,FEMALE,32.4
2019,Kazakhstan,FEMALE,22.2
2020,Kazakhstan,FEMALE,22.2
2021,Kazakhstan,FEMALE,22.3
2022,Kazakhstan,FEMALE,30.5
2014,Latvia,FEMALE,31.2
2018,Latvia,FEMALE,34.0
2022,Latvia,FEMALE,30.5
2016,Liechtenstein,FEMALE,16.5
2020,Liechtenstein,FEMALE,39.1
2021,Liechtenstein,FEMALE,39.1
2016,Lithuania,FEMALE,24.6
2020,Lithuania,FEMALE,29.4
2018,Luxembourg,FEMALE,25.1
2019,Luxembourg,FEMALE,25.1
2020,Luxembourg,FEMALE,25.1
2018,Malta,FEMALE,21.9
2019,Malta,FEMALE,22.0
2020,Malta,FEMALE,26.3
2021,Malta,FEMALE,26.3
2016,Republic of Moldova,FEMALE,28.9
2020,Republic of Moldova,FEMALE,35.6
2018,Montenegro,FEMALE,27.8
2019,Netherlands,FEMALE,28.5
2020,Netherlands,FEMALE,31.8
2016,Norway,FEMALE,39.4
2020,Norway,FEMALE,40.8
2017,Poland,FEMALE,26.9
2018,Poland,FEMALE,29.8
2019,Poland,FEMALE,30.0
2017,Romania,FEMALE,12.5
2021,Romania,FEMALE,14.1
2017,Serbia,FEMALE,31.2
2021,Serbia,FEMALE,37.2
2019,Slovakia,FEMALE,25.9
2020,Slovakia,FEMALE,25.9
2021,Slovakia,FEMALE,25.9
2019,Slovenia,FEMALE,33.6
2018,Spain,FEMALE,33.8
2020,Spain,FEMALE,38.5
2021,Spain,FEMALE,38.5
2019,Sweden,FEMALE,43.8
2020,Sweden,FEMALE,43.8
2021,Sweden,FEMALE,43.8
2018,Switzerland,FEMALE,31.3
2019,Switzerland,FEMALE,31.9
2020,Switzerland,FEMALE,32.0
2015,Türkiye,FEMALE,9.9
2020,Türkiye,FEMALE,10.1
2019,Turkmenistan,FEMALE,21.9
2021,Ukraine,FEMALE,29.8
2021,Ukraine,FEMALE,29.8
