Year,GeoAreaName,Age,Sex,Value
2009,Albania,15-49,FEMALE,87.7
2018,Albania,15-49,FEMALE,82.5
2010,Armenia,15-49,FEMALE,82.8
2016,Armenia,15-49,FEMALE,83.3
2018,Georgia,15-49,FEMALE,97.5
2012,Kyrgyzstan,15-49,FEMALE,94.6
2020,Republic of Moldova,15-49,FEMALE,95.8
2019,Serbia,15-49,FEMALE,98
2012,Tajikistan,15-49,FEMALE,86.2
2017,Tajikistan,15-49,FEMALE,79.3
2019,Turkmenistan,15-49,FEMALE,90.4
2007,Ukraine,15-49,FEMALE,94.9
2019,North Macedonia,15-49,FEMALE,98.8
2022,Uzbekistan,15-49,FEMALE,89.7
2022,Uzbekistan,15-49,FEMALE,89.7
