Year,GeoAreaName,Value
2010,Azerbaijan,1080371
2011,Azerbaijan,1087125
2012,Azerbaijan,1010915
2013,Azerbaijan,345496
2014,Azerbaijan,1678318
2015,Azerbaijan,1699962
2016,Azerbaijan,1719031
2017,Azerbaijan,1655112
2018,Azerbaijan,1655112
2019,Azerbaijan,686000
2020,Azerbaijan,686000
2021,Azerbaijan,0
2010,Austria,31
2011,Austria,7
2012,Austria,5
2013,Austria,74
2014,Austria,94
2015,Austria,65
2016,Austria,118
2017,Austria,130
2018,Austria,41
2019,Austria,29
2020,Austria,22
2021,Austria,31
2010,Armenia,41986
2011,Armenia,42243
2012,Armenia,42437
2013,Armenia,38697
2014,Armenia,38894
2015,Armenia,39044
2016,Armenia,39149
2017,Armenia,39149
2018,Armenia,39149
2019,Armenia,18
2020,Armenia,70
2021,Armenia,10
2010,Belgium,1
2011,Belgium,1
2012,Belgium,6
2013,Belgium,154
2014,Belgium,109
2015,Belgium,9
2016,Belgium,20
2017,Belgium,12
2018,Belgium,1
2019,Belgium,22
2020,Belgium,18
2021,Belgium,18
2010,Bosnia and Herzegovina,1
2011,Bosnia and Herzegovina,0
2012,Bosnia and Herzegovina,0
2013,Bosnia and Herzegovina,1
2014,Bosnia and Herzegovina,2
2015,Bosnia and Herzegovina,0
2016,Bosnia and Herzegovina,0
2017,Bosnia and Herzegovina,0
2018,Bosnia and Herzegovina,0
2019,Bosnia and Herzegovina,0
2020,Bosnia and Herzegovina,0
2021,Bosnia and Herzegovina,0
2010,Bulgaria,295
2011,Bulgaria,310
2012,Bulgaria,322
2013,Bulgaria,291
2014,Bulgaria,314
2015,Bulgaria,318
2016,Bulgaria,272
2017,Bulgaria,218
2018,Bulgaria,207
2019,Bulgaria,196
2020,Bulgaria,96
2010,Albania,61
2011,Albania,53
2012,Albania,53
2013,Albania,55
2014,Albania,33
2015,Albania,16
2016,Albania,21
2017,Albania,22
2018,Albania,47
2019,Albania,9
2020,Albania,6
2021,Albania,21
2021,Bulgaria,90
2010,Belarus,0
2011,Belarus,2
2012,Belarus,1
2013,Belarus,0
2014,Belarus,0
2015,Belarus,0
2016,Belarus,0
2017,Belarus,0
2018,Belarus,0
2019,Belarus,0
2020,Belarus,7
2021,Belarus,0
2010,Croatia,0
2011,Croatia,1
2012,Croatia,2
2013,Croatia,7
2014,Croatia,20
2015,Croatia,11
2016,Croatia,11
2017,Croatia,15
2018,Croatia,1
2019,Croatia,1
2020,Croatia,0
2021,Croatia,1
2010,Cyprus,1
2011,Cyprus,3
2012,Cyprus,5
2013,Cyprus,0
2014,Cyprus,0
2015,Cyprus,3
2016,Cyprus,1
2017,Cyprus,4
2018,Cyprus,2
2019,Cyprus,0
2020,Cyprus,1
2021,Cyprus,1
2010,Czechia,5
2011,Czechia,0
2012,Czechia,0
2013,Czechia,2
2014,Czechia,6
2015,Czechia,3
2016,Czechia,4
2017,Czechia,1
2018,Czechia,3
2019,Czechia,0
2020,Czechia,3
2021,Czechia,1
2010,Denmark,0
2011,Denmark,0
2012,Denmark,0
2013,Denmark,0
2014,Denmark,0
2015,Denmark,0
2016,Denmark,0
2017,Denmark,0
2018,Denmark,0
2019,Denmark,0
2020,Denmark,0
2021,Denmark,0
2010,Estonia,0
2011,Estonia,0
2012,Estonia,3
2013,Estonia,3
2014,Estonia,10
2015,Estonia,12
2016,Estonia,9
2017,Estonia,9
2018,Estonia,0
2019,Estonia,0
2020,Estonia,1
2021,Estonia,0
2010,Finland,1
2011,Finland,1
2012,Finland,4
2013,Finland,4
2014,Finland,0
2015,Finland,2
2016,Finland,4
2017,Finland,5
2018,Finland,1
2019,Finland,8
2020,Finland,3
2021,Finland,5
2010,France,640
2011,France,131
2012,France,174
2013,France,317
2014,France,259
2015,France,222
2016,France,346
2017,France,337
2018,France,93
2019,France,91
2020,France,120
2021,France,88
2010,Georgia,147
2011,Georgia,130
2012,Georgia,114
2013,Georgia,125
2014,Georgia,59
2015,Georgia,65
2016,Georgia,412310
2017,Georgia,412310
2018,Georgia,412310
2019,Georgia,48
2020,Georgia,81
2021,Georgia,16
2010,Germany,712
2011,Germany,434
2012,Germany,735
2013,Germany,1004
2014,Germany,751
2015,Germany,867
2016,Germany,1129
2017,Germany,750
2018,Germany,141
2019,Germany,113
2020,Germany,116
2021,Germany,131
2010,Greece,41
2011,Greece,60
2012,Greece,71
2013,Greece,87
2014,Greece,100
2015,Greece,81
2016,Greece,79
2017,Greece,100
2018,Greece,51
2019,Greece,22
2020,Greece,41
2021,Greece,24
2010,Hungary,16
2011,Hungary,13
2012,Hungary,9
2013,Hungary,15
2014,Hungary,8
2015,Hungary,14
2016,Hungary,29
2017,Hungary,19
2018,Hungary,0
2019,Hungary,0
2020,Hungary,1
2021,Hungary,0
2010,Iceland,0
2011,Iceland,0
2012,Iceland,0
2013,Iceland,0
2014,Iceland,0
2015,Iceland,0
2016,Iceland,0
2017,Iceland,1
2018,Iceland,0
2019,Iceland,0
2020,Iceland,0
2021,Iceland,0
2010,Ireland,1
2011,Ireland,0
2012,Ireland,5
2013,Ireland,5
2014,Ireland,14
2015,Ireland,5
2016,Ireland,20
2017,Ireland,10
2018,Ireland,0
2019,Ireland,0
2020,Ireland,1
2021,Ireland,1
2010,Italy,149
2011,Italy,131
2012,Italy,181
2013,Italy,299
2014,Italy,222
2015,Italy,234
2016,Italy,214
2017,Italy,143
2018,Italy,147
2019,Italy,48
2020,Italy,47
2021,Italy,100
2010,Kazakhstan,8
2011,Kazakhstan,36
2012,Kazakhstan,17
2013,Kazakhstan,14
2014,Kazakhstan,14
2015,Kazakhstan,25
2016,Kazakhstan,185
2017,Kazakhstan,8
2018,Kazakhstan,39
2019,Kazakhstan,58
2020,Kazakhstan,664
2021,Kazakhstan,0
2010,Kyrgyzstan,103793
2011,Kyrgyzstan,104139
2012,Kyrgyzstan,104587
2013,Kyrgyzstan,107534
2014,Kyrgyzstan,110086
2015,Kyrgyzstan,111901
2016,Kyrgyzstan,113625
2017,Kyrgyzstan,113625
2018,Kyrgyzstan,113625
2019,Kyrgyzstan,2169854
2020,Kyrgyzstan,2169854
2021,Kyrgyzstan,2169854
2010,Latvia,22
2011,Latvia,12
2012,Latvia,15
2013,Latvia,14
2014,Latvia,14
2015,Latvia,14
2016,Latvia,20
2017,Latvia,17
2018,Latvia,6
2019,Latvia,5
2020,Latvia,2
2021,Latvia,6
2010,Lithuania,23
2011,Lithuania,25
2012,Lithuania,23
2013,Lithuania,24
2014,Lithuania,25
2015,Lithuania,42
2016,Lithuania,30
2017,Lithuania,42
2018,Lithuania,28
2019,Lithuania,51
2020,Lithuania,0
2021,Lithuania,16
2010,Luxembourg,3
2011,Luxembourg,2
2012,Luxembourg,0
2013,Luxembourg,0
2014,Luxembourg,0
2015,Luxembourg,0
