Year,GeoAreaName,Sex,Value
2010,Croatia,MALE,60.04
2010,Malta,MALE,53.32
2010,Malta,BOTHSEX,52.83
2010,Croatia,BOTHSEX,58.54
2010,Croatia,FEMALE,53.62
2013,Croatia,FEMALE,42.47
2013,Croatia,MALE,45.77
2013,Croatia,BOTHSEX,44.88
2010,Malta,FEMALE,47.26
2013,Malta,MALE,59.76
2013,Malta,BOTHSEX,56.48
2016,Croatia,FEMALE,43.56
2016,Croatia,BOTHSEX,46.49
2016,Croatia,MALE,47.65
2020,Croatia,BOTHSEX,49.94
2020,Croatia,MALE,51.11
2016,Malta,MALE,46.48
2016,Malta,BOTHSEX,46.25
2020,Malta,BOTHSEX,65.72
2020,Malta,MALE,66.56
2020,Malta,FEMALE,55.15
2010,Austria,MALE,118.23
2010,Austria,FEMALE,100.51
2010,Austria,BOTHSEX,110.4
2013,Austria,FEMALE,94.78
2013,Austria,BOTHSEX,109.26
2013,Austria,MALE,119.8
2016,Austria,FEMALE,95.94
2016,Austria,MALE,144.96
2016,Austria,BOTHSEX,123.64
2020,Austria,FEMALE,71.18
2020,Austria,MALE,87.99
2020,Austria,BOTHSEX,81
2020,Croatia,FEMALE,46.72
2010,Cyprus,FEMALE,62.11
2010,Cyprus,BOTHSEX,64.03
2010,Cyprus,MALE,64.43
2013,Cyprus,FEMALE,51.12
2013,Cyprus,BOTHSEX,55.63
2013,Cyprus,MALE,56.58
2016,Cyprus,MALE,65.39
2016,Cyprus,FEMALE,60.73
2016,Cyprus,BOTHSEX,64.43
2020,Cyprus,MALE,61.55
2020,Cyprus,FEMALE,51.27
2020,Cyprus,BOTHSEX,59.41
2010,Belgium,FEMALE,98.05
2010,Belgium,MALE,98.95
2010,Belgium,BOTHSEX,98.75
2013,Belgium,BOTHSEX,105.16
2013,Belgium,FEMALE,102.49
2013,Belgium,MALE,105.92
2016,Belgium,BOTHSEX,117.61
2016,Belgium,MALE,118.63
2016,Belgium,FEMALE,113.34
2020,Belgium,FEMALE,115.89
2020,Belgium,MALE,113.76
2020,Belgium,BOTHSEX,114.15
2010,Netherlands,FEMALE,67.17
2010,Netherlands,BOTHSEX,74.16
2010,Netherlands,MALE,75.19
2013,Netherlands,BOTHSEX,71.2
2013,Netherlands,FEMALE,63.74
2013,Netherlands,MALE,72.32
2010,Denmark,BOTHSEX,156.47
