Year,GeoAreaName,Value
2011,Albania,85.60
2012,Albania,99.00
2013,Albania,99.00
2014,Albania,99.00
2015,Albania,99.00
2016,Albania,99.00
2017,Albania,99.20
2018,Albania,99.20
2019,Albania,99.20
2020,Albania,99.20
2021,Albania,99.20
2009,Azerbaijan,32.20
2010,Azerbaijan,69.20
2011,Azerbaijan,89.30
2012,Azerbaijan,96.50
2013,Azerbaijan,96.90
2014,Azerbaijan,97.10
2015,Azerbaijan,95.47
2016,Azerbaijan,95.50
2017,Azerbaijan,96.30
2018,Azerbaijan,97.10
2019,Azerbaijan,97.60
2020,Azerbaijan,97.60
2021,Azerbaijan,99.50
2007,Austria,84.00
2009,Austria,96.00
2010,Austria,96.00
2011,Austria,96.00
2012,Austria,96.00
2013,Austria,96.00
2014,Austria,97.00
2015,Austria,98.00
2016,Austria,98.00
2017,Austria,98.00
2018,Austria,98.00
2019,Austria,98.00
2020,Austria,98.00
2021,Austria,98.00
2009,Armenia,81.10
2010,Armenia,93.00
2011,Armenia,95.00
2012,Armenia,96.30
2013,Armenia,97.68
2014,Armenia,98.80
2015,Armenia,99.90
2016,Armenia,100.00
2017,Armenia,100.00
2018,Armenia,100.00
2019,Armenia,100.00
2020,Armenia,100.00
2021,Armenia,100.00
2007,Belgium,85.00
2008,Belgium,89.90
2009,Belgium,96.70
2010,Belgium,97.00
2011,Belgium,97.00
2012,Belgium,99.50
2013,Belgium,99.50
2014,Belgium,99.50
2015,Belgium,100.00
2016,Belgium,100.00
2017,Belgium,100.00
2018,Belgium,100.00
2019,Belgium,100.00
2020,Belgium,100.00
2021,Belgium,100.00
2009,Bosnia and Herzegovina,25.00
2010,Bosnia and Herzegovina,60.00
2011,Bosnia and Herzegovina,70.00
2012,Bosnia and Herzegovina,72.00
2013,Bosnia and Herzegovina,90.00
2014,Bosnia and Herzegovina,95.00
2015,Bosnia and Herzegovina,95.00
2016,Bosnia and Herzegovina,95.00
2017,Bosnia and Herzegovina,95.00
2018,Bosnia and Herzegovina,95.00
2019,Bosnia and Herzegovina,95.00
