Year,GeoAreaName,Value
2000,Armenia,1
2005,Armenia,1
2015,Belgium,1
2016,Belgium,1
2017,Belgium,1
2000,Bosnia and Herzegovina,1
2000,Bulgaria,1
2005,Bulgaria,1
2010,Bulgaria,1
2000,Belarus,1
2005,Belarus,1
2010,Belarus,1
2015,Belarus,1
2016,Belarus,1
2017,Belarus,1
2018,Belarus,1
2019,Belarus,1
2020,Belarus,1
2021,Belarus,1
2000,Croatia,1
2005,Croatia,1
2000,Cyprus,1
2005,Cyprus,1
2010,Cyprus,1
2000,Czechia,1
2005,Czechia,1
2010,Czechia,1
2015,Czechia,1
2016,Czechia,1
2017,Czechia,1
2018,Czechia,1
2019,Czechia,1
2020,Czechia,1
2021,Czechia,1
2000,Estonia,1
2005,Estonia,1
2010,Estonia,1
2015,Estonia,1
2016,Estonia,1
2017,Estonia,1
2018,Estonia,1
2019,Estonia,1
2000,Finland,1
2005,Finland,1
2010,Finland,1
2000,Georgia,1
2005,Georgia,1
2000,Germany,1
2000,Hungary,1
2005,Hungary,1
2010,Hungary,1
2000,Iceland,1
2005,Iceland,1
2010,Iceland,1
2015,Iceland,1
2016,Iceland,1
2017,Iceland,1
2018,Iceland,1
2019,Iceland,1
2020,Iceland,1
2021,Iceland,1
2000,Ireland,1
2000,Italy,1
2005,Italy,1
2010,Italy,1
2015,Italy,1
2016,Italy,1
2017,Italy,1
2018,Italy,1
2019,Italy,1
2020,Italy,1
2021,Italy,1
2000,Kazakhstan,1
2005,Kazakhstan,1
2010,Kazakhstan,1
2000,Kyrgyzstan,1
2005,Kyrgyzstan,1
2010,Kyrgyzstan,1
2000,Latvia,1
2005,Latvia,1
2010,Latvia,1
2000,Liechtenstein,1
2005,Liechtenstein,1
2010,Liechtenstein,1
2015,Liechtenstein,1
2016,Liechtenstein,1
2017,Liechtenstein,1
2018,Liechtenstein,1
2019,Liechtenstein,1
2020,Liechtenstein,1
2021,Liechtenstein,1
2000,Lithuania,1
2005,Lithuania,1
2010,Lithuania,1
2015,Lithuania,1
2016,Lithuania,1
2000,Luxembourg,1
2000,Malta,1
2005,Malta,1
2010,Malta,1
2015,Malta,1
2016,Malta,1
2017,Malta,1
2018,Malta,1
2019,Malta,1
2020,Malta,1
2021,Malta,1
2000,Republic of Moldova,1
2005,Republic of Moldova,1
2000,Montenegro,1
2005,Montenegro,1
2010,Montenegro,1
2015,Montenegro,1
2000,Norway,1
2000,Romania,1
2005,Romania,1
2000,Serbia,1
2005,Serbia,1
2000,Slovakia,1
2010,Sweden,1
2000,Switzerland,1
2005,Switzerland,1
2000,Tajikistan,1
2005,Tajikistan,1
2010,Tajikistan,1
2000,Türkiye,1
2005,Türkiye,1
2010,Türkiye,1
2015,Türkiye,1
2016,Türkiye,1
2017,Türkiye,1
2018,Türkiye,1
2019,Türkiye,1
2020,Türkiye,1
2021,Türkiye,1
2000,Turkmenistan,1
2005,Turkmenistan,1
2010,Turkmenistan,1
2015,Turkmenistan,1
2016,Turkmenistan,1
2017,Turkmenistan,1
2018,Turkmenistan,1
2019,Turkmenistan,1
2020,Turkmenistan,1
2021,Turkmenistan,1
2000,Ukraine,1
2005,Ukraine,1
2000,North Macedonia,1
2005,North Macedonia,1
2010,North Macedonia,1
2000,Uzbekistan,1
2005,Uzbekistan,1
2010,Uzbekistan,1
2015,Uzbekistan,1
2016,Uzbekistan,1
2017,Uzbekistan,1
2018,Uzbekistan,1
2019,Uzbekistan,1
2000,Albania,1
2000,Azerbaijan,1
2005,Azerbaijan,1
2005,Azerbaijan,1
