Year,GeoAreaName,Value
2000,Netherlands,359.5
2010,Netherlands,373.48
2015,Netherlands,364.83
2016,Netherlands,365.76
2017,Netherlands,366.7
2018,Netherlands,367.63
2019,Netherlands,368.57
2020,Netherlands,369.5
2000,Norway,12113
2010,Norway,12102
2015,Norway,12141
2016,Norway,12148.8
2017,Norway,12156.6
2018,Norway,12164.4
2019,Norway,12172.2
2020,Norway,12180
2000,Poland,9059
2010,Poland,9329
2015,Poland,9420
2016,Poland,9435
2017,Poland,9447
2018,Poland,9459
2019,Poland,9471
2020,Poland,9483
2000,Portugal,3281
2010,Portugal,3252
2015,Portugal,3312
2016,Portugal,3312
2017,Portugal,3312
2018,Portugal,3312
2019,Portugal,3312
2020,Portugal,3312
2000,Romania,6366
2010,Romania,6515
2015,Romania,6900.96
2016,Romania,6929.05
2017,Romania,6929.05
2018,Romania,6929.05
2019,Romania,6929.05
2020,Romania,6929.05
2000,Serbia,2460
2010,Serbia,2713
2015,Serbia,2719.53
2016,Serbia,2720.18
2017,Serbia,2721.86
2018,Serbia,2722
2019,Serbia,2722.22
2020,Serbia,2722.65
2000,Slovakia,1901.41
2010,Slovakia,1917.91
2015,Slovakia,1921.75
2016,Slovakia,1923.37
2017,Slovakia,1925.9
2018,Slovakia,1925.9
2019,Slovakia,1925.9
2020,Slovakia,1925.9
2000,Slovenia,1233
2010,Slovenia,1247
2015,Slovenia,1248
2016,Slovenia,1245.97
2017,Slovenia,1243.93
2018,Slovenia,1241.9
2019,Slovenia,1239.86
2020,Slovenia,1237.83
2000,Spain,17093.93
2010,Spain,18545.34
2015,Spain,18551.18
2016,Spain,18555.24
2017,Spain,18559.3
2018,Spain,18563.59
2019,Spain,18567.88
2020,Spain,18572.17
2000,Sweden,28163
2010,Sweden,28073
2015,Sweden,27980
2016,Sweden,27980
2017,Sweden,27980
2018,Sweden,27980
2000,Albania,769.3
2010,Albania,782.07
2015,Albania,789.19
2016,Albania,789.18
2017,Albania,788.9
2018,Albania,788.9
2019,Albania,788.9
2020,Albania,788.9
2000,Azerbaijan,987.22
2010,Azerbaijan,1032.49
2015,Azerbaijan,1077.89
2016,Azerbaijan,1087.48
2017,Azerbaijan,1097.18
2018,Azerbaijan,1108.71
2019,Azerbaijan,1120.24
2020,Azerbaijan,1131.77
2000,Austria,3838.14
2010,Austria,3863.2
2015,Austria,3881.19
