Year,GeoAreaName,Age,Sex,Value
2009,Albania,15-49,FEMALE,61.5
2018,Albania,15-49,FEMALE,61.9
2010,Armenia,15-49,FEMALE,64.3
2016,Armenia,15-49,FEMALE,61.8
2018,Georgia,15-49,FEMALE,82.4
2012,Kyrgyzstan,15-49,FEMALE,76.6
2020,Republic of Moldova,15-49,FEMALE,72.9
2019,Serbia,15-49,FEMALE,96.2
2012,Tajikistan,15-49,FEMALE,40.9
2017,Tajikistan,15-49,FEMALE,27.2
2019,Turkmenistan,15-49,FEMALE,59.3
2007,Ukraine,15-49,FEMALE,81
2019,North Macedonia,15-49,FEMALE,88.1
2022,Uzbekistan,15-49,FEMALE,70.4
2022,Uzbekistan,15-49,FEMALE,70.4
