Year,GeoAreaName,Value
2000,Albania,10.55856
2001,Albania,10.55856
2002,Albania,10.55856
2003,Albania,10.55856
2004,Albania,24.59142
2005,Albania,24.59142
2006,Albania,24.59142
2007,Albania,30.69903
2008,Albania,30.69903
2009,Albania,30.69903
2010,Albania,58.92396
2011,Albania,58.92396
2012,Albania,58.92396
2013,Albania,67.23069
2014,Albania,67.23069
2015,Albania,67.23069
2016,Albania,67.28002
2017,Albania,67.28002
2018,Albania,67.28002
2019,Albania,67.28002
2020,Albania,67.28002
2021,Albania,67.28002
2022,Albania,67.28002
2000,Azerbaijan,N
2001,Azerbaijan,N
2002,Azerbaijan,N
2003,Azerbaijan,N
2004,Azerbaijan,N
2005,Azerbaijan,N
2006,Azerbaijan,N
2007,Azerbaijan,N
2008,Azerbaijan,N
2009,Azerbaijan,N
2010,Azerbaijan,N
2011,Azerbaijan,N
2012,Azerbaijan,N
2000,Croatia,16.79579
2001,Croatia,16.79579
2002,Croatia,16.79579
2003,Croatia,16.79579
2004,Croatia,16.79579
2005,Croatia,16.79579
2014,Montenegro,0
2015,Montenegro,0
2016,Montenegro,0
2017,Montenegro,0
2018,Montenegro,0
2019,Montenegro,17.80823
2000,Hungary,N
2001,Hungary,N
2002,Hungary,N
2003,Hungary,N
2004,Hungary,N
2005,Hungary,N
2006,Croatia,22.20068
2007,Croatia,22.20068
2008,Croatia,22.20068
2009,Croatia,22.20068
2010,Croatia,22.20068
2011,Croatia,22.20068
2012,Croatia,22.20068
2013,Croatia,69.48809
2014,Croatia,82.00143
2015,Croatia,82.00143
2016,Croatia,82.00143
2017,Croatia,82.00143
2013,Azerbaijan,N
2014,Azerbaijan,N
2015,Azerbaijan,N
2016,Azerbaijan,N
2017,Azerbaijan,N
2018,Azerbaijan,N
2020,Montenegro,17.80823
2021,Montenegro,17.80823
2022,Montenegro,17.80823
2000,Netherlands,86.64694
2001,Netherlands,86.64694
2002,Netherlands,86.64694
2018,Croatia,82.00143
2019,Croatia,82.00143
2020,Croatia,82.00143
2021,Croatia,82.00143
2022,Croatia,82.00143
2000,Cyprus,1.9098
2001,Cyprus,10.03365
2002,Cyprus,10.03365
2003,Cyprus,13.90569
2004,Cyprus,13.90569
2005,Cyprus,23.80238
2006,Cyprus,23.80238
2003,Netherlands,86.64694
2004,Netherlands,86.64694
2005,Netherlands,89.98025
2006,Netherlands,89.98025
2007,Netherlands,89.98025
