Year,GeoAreaName,Sex,Value
2010,Albania,FEMALE,21.3
2010,Albania,MALE,17
2010,Albania,BOTHSEX,19.3
2016,Albania,BOTHSEX,22.78
2016,Azerbaijan,BOTHSEX,27.59
2021,Austria,BOTHSEX,9
2015,Armenia,BOTHSEX,17.42
2016,Belgium,BOTHSEX,2.18
2021,Belgium,BOTHSEX,10
2010,Bosnia and Herzegovina,FEMALE,18.2
2010,Bosnia and Herzegovina,MALE,23.2
2010,Bosnia and Herzegovina,BOTHSEX,20.7
2015,Bosnia and Herzegovina,BOTHSEX,24.2
2015,Bulgaria,BOTHSEX,12.34
2021,Bulgaria,BOTHSEX,19
2016,Belarus,BOTHSEX,14.52
2010,Croatia,FEMALE,9.6
2010,Croatia,MALE,12.9
2010,Croatia,BOTHSEX,11.2
2015,Croatia,BOTHSEX,6.14
2021,Croatia,BOTHSEX,14
2015,Cyprus,BOTHSEX,1.45
2021,Cyprus,BOTHSEX,4
2016,Czechia,BOTHSEX,6.53
2021,Czechia,BOTHSEX,11
2021,Denmark,BOTHSEX,1
2004,Estonia,BOTHSEX,3.3
2009,Estonia,BOTHSEX,0.5
2015,Estonia,BOTHSEX,3.63
2021,Estonia,FEMALE,0.5
2021,Estonia,MALE,1.5
2021,Estonia,BOTHSEX,1
2021,Finland,BOTHSEX,1
2015,France,BOTHSEX,1.45
2018,France,BOTHSEX,0.1
2021,France,BOTHSEX,5
2016,Georgia,BOTHSEX,5.08
2016,Germany,BOTHSEX,2.18
2021,Germany,BOTHSEX,3
2015,Greece,BOTHSEX,7.26
2021,Greece,BOTHSEX,9
2016,Hungary,BOTHSEX,15.97
2021,Hungary,BOTHSEX,17
2021,Ireland,BOTHSEX,5
2016,Italy,BOTHSEX,1.2
2021,Italy,BOTHSEX,3
2016,Kazakhstan,BOTHSEX,21.05
2010,Kosovo,BOTHSEX,11.1
2010,Kosovo,MALE,11.8
2010,Kosovo,FEMALE,10.3
2015,Kosovo,BOTHSEX,9.16
2015,Kyrgyzstan,BOTHSEX,14.2
2016,Kyrgyzstan,BOTHSEX,27.59
2015,Latvia,BOTHSEX,10.89
2021,Latvia,BOTHSEX,9
2005,Lithuania,BOTHSEX,27
2007,Lithuania,BOTHSEX,28.1
2008,Lithuania,BOTHSEX,24
2011,Lithuania,FEMALE,25.5
2011,Lithuania,BOTHSEX,22
2011,Lithuania,MALE,18.5
2014,Lithuania,MALE,23.6
2014,Lithuania,BOTHSEX,24.1
2014,Lithuania,FEMALE,24.6
2016,Lithuania,BOTHSEX,15.5
2016,Lithuania,MALE,14.4
2016,Lithuania,FEMALE,16.6
2018,Lithuania,FEMALE,11.6
2018,Lithuania,MALE,11.5
2018,Lithuania,BOTHSEX,11.6
2019,Lithuania,MALE,8.3
2019,Lithuania,FEMALE,10.6
2019,Lithuania,BOTHSEX,9.5
2020,Lithuania,BOTHSEX,8.6
2020,Lithuania,MALE,7.8
2020,Lithuania,FEMALE,9.4
2021,Lithuania,MALE,9.1
2021,Lithuania,FEMALE,11.1
2021,Lithuania,BOTHSEX,10.1
2013,Luxembourg,MALE,1
2013,Luxembourg,BOTHSEX,0.6
2013,Luxembourg,FEMALE,0.3
2021,Luxembourg,BOTHSEX,2
2021,Malta,BOTHSEX,4
2016,Republic of Moldova,BOTHSEX,30.49
2010,Montenegro,FEMALE,9
2010,Montenegro,MALE,10.4
2010,Montenegro,BOTHSEX,9.7
2015,Montenegro,BOTHSEX,12.08
2016,Netherlands,BOTHSEX,1.45
2021,Netherlands,BOTHSEX,2
2010,Poland,FEMALE,5.9
2010,Poland,MALE,7.5
2010,Poland,BOTHSEX,6.8
2016,Poland,BOTHSEX,5.08
2021,Poland,BOTHSEX,10
2015,Portugal,BOTHSEX,1.45
2021,Portugal,BOTHSEX,3
2016,Romania,BOTHSEX,21.05
2021,Romania,BOTHSEX,20
2010,Serbia,BOTHSEX,9.3
2010,Serbia,MALE,10
2010,Serbia,FEMALE,8.5
2015,Serbia,BOTHSEX,15.91
2015,Slovakia,BOTHSEX,8.71
2021,Slovakia,BOTHSEX,11
2015,Slovenia,BOTHSEX,2.18
2021,Slovenia,BOTHSEX,4
2015,Spain,BOTHSEX,2.18
2021,Spain,BOTHSEX,2
2015,Sweden,BOTHSEX,0.73
2021,Sweden,BOTHSEX,1
2016,Tajikistan,BOTHSEX,36.3
2016,Türkiye,BOTHSEX,13.07
2016,Ukraine,BOTHSEX,27.59
2010,North Macedonia,BOTHSEX,6.2
2010,North Macedonia,FEMALE,5.3
2010,North Macedonia,MALE,7
2015,North Macedonia,BOTHSEX,6.42
2016,Uzbekistan,BOTHSEX,13.07
2016,Uzbekistan,BOTHSEX,13.07
