Year,GeoAreaName,Sex,Value
2013,Finland,BOTHSEX,1.3
2013,Finland,MALE,0.4
2013,Finland,FEMALE,2.3
2014,Finland,MALE,0.4
2014,Finland,BOTHSEX,1
2014,Finland,FEMALE,1.6
2015,Finland,BOTHSEX,1.1
2015,Finland,FEMALE,2
2015,Finland,MALE,0.3
2016,Finland,FEMALE,2.2
2016,Finland,MALE,0.7
2016,Finland,BOTHSEX,1.5
2017,Finland,BOTHSEX,1.3
2017,Finland,MALE,0.5
2017,Finland,FEMALE,2.2
2018,Finland,BOTHSEX,1.5
2018,Finland,MALE,0.6
2018,Finland,FEMALE,2.5
2019,Finland,BOTHSEX,1.5
2019,Finland,FEMALE,2.8
2019,Finland,MALE,0.3
2020,Finland,FEMALE,2.8
2020,Finland,BOTHSEX,1.6
2020,Finland,MALE,0.5
2021,Finland,MALE,1
2021,Finland,FEMALE,3.2
2021,Finland,BOTHSEX,2.1
2020,Germany,BOTHSEX,2.1
2020,Germany,FEMALE,3.6
2020,Germany,MALE,0.3
2020,Luxembourg,FEMALE,3.8
2020,Luxembourg,MALE,0.87
2020,Luxembourg,BOTHSEX,2.3
2020,Slovenia,BOTHSEX,0.43
2020,Slovenia,MALE,0.21
2020,Slovenia,FEMALE,0.66
2020,Slovenia,FEMALE,0.66
