Year,GeoAreaName,Value
2020,Albania,3
2022,Albania,1
2015,Austria,72
2016,Austria,3
2021,Austria,2
2022,Austria,4
2016,Belgium,1
2017,Belgium,2
2018,Belgium,6
2019,Belgium,2
2018,Bosnia and Herzegovina,4
2019,Bosnia and Herzegovina,22
2020,Bosnia and Herzegovina,22
2021,Bosnia and Herzegovina,10
2022,Bosnia and Herzegovina,8
2014,Bulgaria,4
2015,Bulgaria,3
2016,Bulgaria,14
2017,Bulgaria,12
2018,Bulgaria,1
2021,Bulgaria,1
2022,Bulgaria,7
2021,Belarus,10
2022,Belarus,9
2015,Croatia,1
2017,Croatia,2
2018,Croatia,13
2019,Croatia,8
2020,Croatia,3
2021,Croatia,8
2022,Croatia,10
2018,Cyprus,60
2019,Cyprus,5
2022,Cyprus,1
2019,Finland,4
2014,France,12
2015,France,29
2016,France,23
2017,France,13
2018,France,8
2019,France,8
2020,France,14
2021,France,47
2022,France,10
2017,Germany,2
2021,Germany,2
2022,Germany,1
2014,Greece,51
2015,Greece,464
2016,Greece,548
2017,Greece,54
2018,Greece,80
2019,Greece,65
2020,Greece,61
2021,Greece,102
2022,Greece,205
2015,Hungary,3
2017,Hungary,1
2021,Hungary,7
2022,Hungary,9
2014,Italy,138
2015,Italy,61
2016,Italy,232
2017,Italy,82
2018,Italy,20
2019,Italy,63
2020,Italy,27
2021,Italy,59
2022,Italy,112
2018,Kazakhstan,52
2022,Latvia,1
2022,Lithuania,1
2014,Malta,18
2015,Malta,21
2018,Malta,2
2019,Malta,84
2020,Malta,13
2021,Malta,3
2022,Malta,10
2022,Republic of Moldova,1
2014,Netherlands,1
2015,Netherlands,1
2018,Netherlands,18
2019,Netherlands,1
2021,Netherlands,1
2014,Norway,1
2021,Poland,14
2020,Portugal,1
2017,Romania,1
2020,Romania,8
2015,Serbia,1
2016,Serbia,8
2017,Serbia,1
2018,Serbia,4
2019,Serbia,22
2020,Serbia,4
2021,Serbia,7
2022,Serbia,5
2015,Slovenia,2
2018,Slovenia,9
2019,Slovenia,7
2020,Slovenia,1
2021,Slovenia,4
2022,Slovenia,6
2014,Spain,38
2015,Spain,38
2016,Spain,55
2017,Spain,80
2018,Spain,211
2019,Spain,104
2020,Spain,128
2021,Spain,451
2022,Spain,320
2017,Switzerland,1
2018,Switzerland,1
2014,Tajikistan,2
2014,Türkiye,88
2015,Türkiye,358
2016,Türkiye,241
2017,Türkiye,81
2018,Türkiye,171
2019,Türkiye,143
2020,Türkiye,169
2021,Türkiye,82
2022,Türkiye,105
2022,Ukraine,12
2015,North Macedonia,16
2016,North Macedonia,3
2018,North Macedonia,3
2019,North Macedonia,5
2020,North Macedonia,5
2021,North Macedonia,4
2022,North Macedonia,6
