Year,GeoAreaName,Age,Sex,Value
2005,Albania,ALLAGE,BOTHSEX,0.16
2006,Albania,ALLAGE,BOTHSEX,0.2
2015,Albania,ALLAGE,BOTHSEX,1.67
2016,Albania,ALLAGE,BOTHSEX,0.62
2017,Albania,<18Y,FEMALE,3.27
2017,Albania,<18Y,BOTHSEX,1.43
2017,Albania,ALLAGE,BOTHSEX,1.88
2017,Albania,<18Y,MALE,1.55
2018,Albania,<18Y,FEMALE,3.35
2018,Albania,<18Y,MALE,5.72
2018,Albania,ALLAGE,BOTHSEX,2.82
2018,Albania,<18Y,BOTHSEX,4.24
2019,Albania,ALLAGE,BOTHSEX,1.43
2019,Albania,<18Y,MALE,1.95
2019,Albania,<18Y,BOTHSEX,1.67
2019,Albania,<18Y,FEMALE,3.42
2020,Albania,<18Y,MALE,1.67
2020,Albania,ALLAGE,BOTHSEX,1.36
2016,Republic of Moldova,18+,MALE,1.19
2016,Republic of Moldova,ALLAGE,BOTHSEX,1.71
2017,Republic of Moldova,<18Y,MALE,1.68
2017,Republic of Moldova,ALLAGE,BOTHSEX,0.69
2020,Albania,<18Y,BOTHSEX,1.36
2021,Albania,ALLAGE,BOTHSEX,2.94
2018,Republic of Moldova,ALLAGE,BOTHSEX,0.48
2018,Republic of Moldova,18+,MALE,0.88
2017,Austria,18+,MALE,0.28
2017,Austria,ALLAGE,BOTHSEX,0.06
2018,Austria,18+,MALE,0.14
2019,Austria,18+,MALE,0.48
2019,Austria,ALLAGE,BOTHSEX,0.11
2020,Austria,18+,MALE,2.03
2020,Austria,18+,FEMALE,0.56
2020,Austria,ALLAGE,BOTHSEX,1.08
2009,Armenia,ALLAGE,BOTHSEX,0.17
2006,Belgium,ALLAGE,BOTHSEX,0.16
2007,Belgium,ALLAGE,BOTHSEX,0.38
2008,Belgium,ALLAGE,BOTHSEX,0.38
2009,Belgium,ALLAGE,BOTHSEX,0.36
2012,Belgium,ALLAGE,BOTHSEX,0.09
2014,Belgium,18+,FEMALE,0.11
2014,Belgium,ALLAGE,BOTHSEX,0.08
2015,Belgium,<18Y,FEMALE,0.54
2015,Belgium,ALLAGE,BOTHSEX,0.12
2016,Belgium,18+,FEMALE,0.17
2016,Belgium,ALLAGE,BOTHSEX,0.08
2007,Netherlands,ALLAGE,BOTHSEX,2.17
2008,Netherlands,ALLAGE,BOTHSEX,2.04
2009,Netherlands,ALLAGE,BOTHSEX,2.33
2010,Netherlands,ALLAGE,BOTHSEX,0.44
2011,Netherlands,ALLAGE,BOTHSEX,0.89
2012,Netherlands,ALLAGE,BOTHSEX,0.97
2013,Netherlands,ALLAGE,BOTHSEX,1.86
2014,Netherlands,ALLAGE,BOTHSEX,0.36
2014,Netherlands,18+,FEMALE,0.09
2014,Netherlands,<18Y,FEMALE,0.53
2014,Netherlands,18+,MALE,0.41
2018,Belgium,ALLAGE,BOTHSEX,0.06
2014,Netherlands,<18Y,MALE,1.07
2015,Netherlands,18+,MALE,0.36
2015,Netherlands,ALLAGE,BOTHSEX,0.18
2016,Netherlands,<18Y,MALE,1.08
2016,Netherlands,ALLAGE,BOTHSEX,0.36
2016,Netherlands,18+,FEMALE,0.09
2016,Netherlands,<18Y,FEMALE,0.54
2016,Netherlands,18+,MALE,0.4
2017,Netherlands,18+,MALE,2.41
2017,Netherlands,<18Y,FEMALE,8.23
2017,Netherlands,18+,FEMALE,2.07
2014,Bosnia and Herzegovina,<18Y,FEMALE,3.89
2017,Netherlands,<18Y,MALE,4.7
2017,Netherlands,<18Y,BOTHSEX,2.46
2017,Netherlands,18+,BOTHSEX,1.32
2017,Netherlands,ALLAGE,BOTHSEX,3.11
2018,Netherlands,18+,FEMALE,0.91
2018,Netherlands,<18Y,FEMALE,0.73
2018,Netherlands,18+,BOTHSEX,0.59
2018,Netherlands,<18Y,MALE,0.35
2014,Bosnia and Herzegovina,<18Y,MALE,5.16
2014,Bosnia and Herzegovina,ALLAGE,BOTHSEX,1.01
2015,Bosnia and Herzegovina,ALLAGE,BOTHSEX,0.79
2015,Bosnia and Herzegovina,18+,MALE,0.43
2015,Bosnia and Herzegovina,<18Y,MALE,2.96
2015,Bosnia and Herzegovina,18+,FEMALE,0.34
2016,Bosnia and Herzegovina,ALLAGE,BOTHSEX,0.66
2017,Bosnia and Herzegovina,ALLAGE,BOTHSEX,1.66
2018,Bosnia and Herzegovina,ALLAGE,BOTHSEX,0.5
2019,Bosnia and Herzegovina,ALLAGE,BOTHSEX,1.37
2010,Bulgaria,ALLAGE,BOTHSEX,0.42
2011,Bulgaria,ALLAGE,BOTHSEX,0.73
2012,Bulgaria,ALLAGE,BOTHSEX,0.71
2013,Bulgaria,ALLAGE,BOTHSEX,0.86
2018,Netherlands,18+,MALE,0.26
2018,Netherlands,<18Y,BOTHSEX,0.53
2018,Netherlands,ALLAGE,BOTHSEX,0.58
2019,Netherlands,ALLAGE,BOTHSEX,1.12
2014,Bulgaria,18+,MALE,2.04
2014,Bulgaria,ALLAGE,BOTHSEX,0.87
2015,Bulgaria,18+,MALE,2.19
2015,Bulgaria,ALLAGE,BOTHSEX,0.89
2016,Bulgaria,ALLAGE,BOTHSEX,1.17
2016,Bulgaria,18+,MALE,2.91
2017,Bulgaria,18+,MALE,3.84
2017,Bulgaria,ALLAGE,BOTHSEX,1.59
2018,Bulgaria,18+,MALE,2.36
2018,Bulgaria,18+,FEMALE,0.16
2018,Bulgaria,ALLAGE,BOTHSEX,1.01
2019,Bulgaria,ALLAGE,BOTHSEX,1.02
2012,Norway,ALLAGE,BOTHSEX,0.32
2014,Norway,ALLAGE,BOTHSEX,0.12
2020,Bulgaria,18+,FEMALE,1.29
2020,Bulgaria,18+,BOTHSEX,0.79
2020,Bulgaria,ALLAGE,BOTHSEX,1.23
2020,Bulgaria,18+,MALE,1.4
2021,Bulgaria,ALLAGE,BOTHSEX,1.0
2016,Norway,ALLAGE,BOTHSEX,0.25
2016,Norway,18+,MALE,0.53
2019,Norway,ALLAGE,BOTHSEX,0.3
2020,Norway,ALLAGE,BOTHSEX,0.28
2014,Poland,ALLAGE,BOTHSEX,0.08
2014,Poland,18+,MALE,0.03
2015,Poland,ALLAGE,BOTHSEX,0.06
2016,Poland,ALLAGE,BOTHSEX,0.05
2004,Croatia,ALLAGE,BOTHSEX,0.23
2017,Poland,18+,BOTHSEX,0.05
2017,Poland,ALLAGE,BOTHSEX,0.04
2017,Poland,18+,MALE,0.08
2018,Poland,18+,BOTHSEX,0.03
2014,Croatia,ALLAGE,BOTHSEX,0.12
2017,Croatia,18+,FEMALE,0.44
2017,Croatia,ALLAGE,BOTHSEX,0.45
2018,Poland,ALLAGE,BOTHSEX,0.03
2018,Poland,18+,FEMALE,0.05
2017,Croatia,<18Y,FEMALE,1.7
2018,Croatia,18+,FEMALE,2.51
2018,Croatia,18+,MALE,0.97
2018,Croatia,ALLAGE,BOTHSEX,1.49
2008,Cyprus,ALLAGE,BOTHSEX,1.1
2014,Cyprus,18+,MALE,1.49
2014,Cyprus,ALLAGE,BOTHSEX,0.59
2015,Cyprus,18+,MALE,1.47
2015,Cyprus,ALLAGE,BOTHSEX,0.59
2014,Portugal,ALLAGE,BOTHSEX,0.1
2016,Cyprus,ALLAGE,BOTHSEX,1.75
2016,Cyprus,18+,MALE,3.74
2018,Cyprus,18+,MALE,1.22
2018,Cyprus,ALLAGE,BOTHSEX,0.66
2019,Cyprus,18+,MALE,1.62
2019,Cyprus,ALLAGE,BOTHSEX,1.06
2017,Portugal,ALLAGE,BOTHSEX,0.07
2017,Portugal,<18Y,MALE,0.77
2018,Czechia,18+,MALE,0.19
2018,Czechia,ALLAGE,BOTHSEX,0.09
2019,Czechia,ALLAGE,BOTHSEX,0.09
2019,Czechia,18+,MALE,0.17
2019,Portugal,18+,MALE,0.15
2019,Portugal,ALLAGE,BOTHSEX,0.17
2019,Portugal,18+,FEMALE,0.24
2013,Denmark,ALLAGE,BOTHSEX,0.12
2014,Denmark,ALLAGE,BOTHSEX,0.14
2015,Denmark,ALLAGE,BOTHSEX,0.76
2016,Denmark,ALLAGE,BOTHSEX,0.12
2005,Romania,ALLAGE,BOTHSEX,0.53
2006,Romania,ALLAGE,BOTHSEX,0.54
2007,Romania,ALLAGE,BOTHSEX,0.87
2008,Romania,ALLAGE,BOTHSEX,0.53
2009,Romania,ALLAGE,BOTHSEX,0.7
2010,Romania,ALLAGE,BOTHSEX,0.83
2011,Romania,ALLAGE,BOTHSEX,0.66
2012,Romania,ALLAGE,BOTHSEX,0.52
2013,Romania,ALLAGE,BOTHSEX,0.41
2014,Romania,ALLAGE,BOTHSEX,0.54
2015,Romania,ALLAGE,BOTHSEX,0.96
2017,Denmark,18+,BOTHSEX,0.17
2017,Denmark,ALLAGE,BOTHSEX,0.21
2017,Denmark,18+,FEMALE,0.34
2016,Romania,ALLAGE,BOTHSEX,0.47
2017,Romania,ALLAGE,BOTHSEX,0.87
2017,Romania,18+,BOTHSEX,0.19
2017,Romania,<18Y,FEMALE,2.45
2017,Romania,<18Y,BOTHSEX,1.28
2018,Denmark,ALLAGE,BOTHSEX,0.36
2018,Denmark,<18Y,BOTHSEX,0.61
2018,Denmark,18+,BOTHSEX,0.15
2017,Romania,<18Y,MALE,2.34
2017,Romania,18+,MALE,0.16
2017,Romania,18+,FEMALE,0.23
2018,Romania,18+,BOTHSEX,0.15
2018,Romania,<18Y,MALE,0.47
2018,Romania,18+,MALE,0.15
2018,Romania,ALLAGE,BOTHSEX,0.36
2018,Romania,<18Y,BOTHSEX,0.27
2018,Denmark,<18Y,FEMALE,1.42
2018,Denmark,18+,FEMALE,0.39
2019,Denmark,18+,BOTHSEX,0.13
2018,Romania,18+,FEMALE,0.22
2019,Romania,18+,FEMALE,0.28
2019,Romania,18+,BOTHSEX,0.2
2019,Romania,<18Y,BOTHSEX,0.91
2019,Denmark,<18Y,FEMALE,1.78
2019,Denmark,ALLAGE,BOTHSEX,0.36
2019,Denmark,18+,FEMALE,0.34
2020,Denmark,18+,FEMALE,0.38
2019,Romania,<18Y,MALE,1.67
2019,Romania,<18Y,FEMALE,1.48
2019,Romania,18+,MALE,0.37
2019,Romania,ALLAGE,BOTHSEX,0.56
2020,Romania,18+,MALE,0.45
2020,Romania,<18Y,MALE,1.05
