Year,GeoAreaName,Value
2001,Albania,22.72
2002,Albania,22.03
2003,Albania,21.98
2004,Albania,20.54
2005,Albania,18.85
2006,Albania,17.71
2007,Albania,17.15
2008,Albania,16.84
2009,Albania,16.79
2010,Albania,17.96
2011,Albania,18.23
2001,Croatia,4.96
2002,Croatia,4.84
2003,Croatia,3.93
2004,Croatia,4.42
2005,Croatia,3.87
2006,Croatia,3.98
2007,Croatia,3.7
2008,Croatia,3.89
2009,Croatia,4.0
2010,Croatia,3.65
2011,Croatia,3.63
2012,Croatia,3.29
2013,Croatia,3.45
2014,Croatia,2.95
2015,Croatia,2.97
2016,Croatia,3.06
2017,Croatia,2.89
2018,Croatia,2.95
2019,Croatia,2.87
2020,Croatia,3.08
2021,Croatia,2.91
2001,Cyprus,3.86
2002,Cyprus,3.79
2003,Cyprus,3.35
2004,Cyprus,3.08
2005,Cyprus,2.74
2006,Cyprus,2.28
2007,Cyprus,2.02
2008,Cyprus,2.09
2009,Cyprus,1.99
2010,Cyprus,2.06
2011,Cyprus,2.15
2012,Cyprus,2.0
2013,Cyprus,2.04
2014,Cyprus,1.84
2015,Cyprus,1.87
2016,Cyprus,2.14
2017,Cyprus,1.85
2018,Cyprus,1.73
2019,Cyprus,1.77
2020,Cyprus,1.88
2021,Cyprus,1.7
2001,Czechia,3.2
2002,Czechia,2.66
2003,Czechia,2.44
2004,Czechia,2.42
2005,Czechia,2.28
2006,Czechia,2.16
2007,Czechia,2.09
2008,Czechia,1.92
2009,Czechia,1.76
2010,Czechia,1.54
2011,Czechia,1.98
2012,Czechia,2.25
2013,Czechia,2.36
2012,Albania,18.77
2013,Albania,19.57
2014,Albania,19.99
2015,Albania,19.78
2016,Albania,19.85
2017,Albania,19.02
2018,Albania,18.43
2019,Albania,18.39
2020,Albania,19.26
2021,Albania,17.68
2001,Azerbaijan,14.84
2014,Czechia,2.41
2015,Czechia,2.21
2016,Czechia,2.09
2017,Czechia,2.06
2018,Czechia,1.94
2019,Czechia,1.86
2020,Czechia,1.96
2021,Czechia,1.85
2001,Denmark,2.34
2002,Denmark,1.78
2003,Denmark,1.61
2002,Azerbaijan,13.95
2003,Azerbaijan,12.43
2004,Azerbaijan,10.99
2005,Azerbaijan,9.09
2006,Azerbaijan,7.09
2007,Azerbaijan,6.7
2008,Azerbaijan,5.6
2009,Azerbaijan,6.12
2010,Azerbaijan,5.52
2011,Azerbaijan,5.08
2012,Azerbaijan,5.14
2004,Denmark,1.62
2005,Denmark,1.15
2006,Denmark,1.17
2007,Denmark,1.17
