Year,GeoAreaName,Sex,Value
2006,Belgium,BOTHSEX,4.79
2006,Belgium,FEMALE,2.71
2006,Belgium,MALE,2.08
2009,Belgium,MALE,1.94
2009,Belgium,FEMALE,2.54
2009,Belgium,BOTHSEX,4.48
2018,Belgium,BOTHSEX,4.14
2008,Croatia,BOTHSEX,0.4
2010,Croatia,BOTHSEX,0.9
2010,Czechia,BOTHSEX,3.1
2013,Czechia,BOTHSEX,3.1
2008,Denmark,BOTHSEX,0.8
2008,Denmark,MALE,0.9
2008,Denmark,FEMALE,0.8
2009,Denmark,FEMALE,1.1
2009,Denmark,BOTHSEX,1.1
2010,Denmark,FEMALE,1.4
2010,Denmark,MALE,0.8
2010,Denmark,BOTHSEX,1.1
2011,Denmark,BOTHSEX,0.8
2011,Denmark,MALE,0.9
2011,Denmark,FEMALE,0.7
2012,Denmark,FEMALE,0.7
2012,Denmark,BOTHSEX,0.9
2012,Denmark,MALE,1.0
2013,Denmark,FEMALE,0.8
2013,Denmark,MALE,0.8
2013,Denmark,BOTHSEX,0.8
2014,Denmark,MALE,0.8
2014,Denmark,BOTHSEX,0.8
2014,Denmark,FEMALE,0.8
2004,Estonia,BOTHSEX,1.8
2009,Estonia,BOTHSEX,2.1
2014,Estonia,BOTHSEX,1.4
2015,Estonia,BOTHSEX,1.4
2016,Estonia,BOTHSEX,1.3
2017,Estonia,BOTHSEX,0.9
2018,Estonia,BOTHSEX,0.7
2007,France,BOTHSEX,0.7
2007,France,FEMALE,0.4
2007,France,MALE,0.9
2008,France,BOTHSEX,0.61
2008,France,FEMALE,0.32
2008,France,MALE,0.92
2009,France,MALE,0.62
2009,France,FEMALE,0.28
2009,France,BOTHSEX,0.44
2010,France,BOTHSEX,0.58
2010,France,FEMALE,0.49
2010,France,MALE,0.67
2011,France,FEMALE,0.57
2011,France,BOTHSEX,0.59
2011,France,MALE,0.62
2012,France,MALE,0.66
2012,France,BOTHSEX,0.54
2012,France,FEMALE,0.42
2013,France,FEMALE,0.56
2013,France,MALE,0.64
2013,France,BOTHSEX,0.6
2014,France,FEMALE,0.79
2014,France,BOTHSEX,0.72
2014,France,MALE,0.65
2015,France,MALE,0.28
2015,France,FEMALE,0.46
2015,France,BOTHSEX,0.38
2016,France,BOTHSEX,0.47
2016,France,MALE,0.51
2016,France,FEMALE,0.44
2017,France,FEMALE,0.19
2017,France,BOTHSEX,0.36
2017,France,MALE,0.5
2018,France,MALE,0.5
2018,France,BOTHSEX,0.4
2018,France,FEMALE,0.3
2019,France,BOTHSEX,0.32
2010,Georgia,BOTHSEX,0.19
2010,Georgia,FEMALE,0.15
2012,Germany,BOTHSEX,0.7
2012,Germany,FEMALE,0.6
2012,Germany,MALE,0.9
2017,Germany,BOTHSEX,1.0
2017,Germany,MALE,1.3
2017,Germany,FEMALE,0.8
2020,Germany,MALE,0.7
2020,Germany,FEMALE,0.5
2020,Germany,BOTHSEX,0.6
2019,Ireland,BOTHSEX,1.7
2019,Ireland,MALE,2.0
2019,Ireland,FEMALE,1.0
2008,Italy,MALE,0.5
2008,Italy,BOTHSEX,0.3
2008,Italy,FEMALE,0.2
2016,Italy,BOTHSEX,0.5
2016,Italy,MALE,0.6
2016,Italy,FEMALE,0.3
2015,Kyrgyzstan,BOTHSEX,1.08
2013,Luxembourg,BOTHSEX,1.1
2013,Luxembourg,FEMALE,0.5
2013,Luxembourg,MALE,1.6
2020,Luxembourg,BOTHSEX,0.6
2020,Luxembourg,FEMALE,0.58
2020,Luxembourg,MALE,0.51
2006,Netherlands,BOTHSEX,0.3
2006,Netherlands,FEMALE,0.3
2006,Netherlands,MALE,0.2
2007,Netherlands,BOTHSEX,0.2
2007,Netherlands,MALE,0.2
2007,Netherlands,FEMALE,0.2
2008,Netherlands,BOTHSEX,0.2
2008,Netherlands,FEMALE,0.1
2008,Netherlands,MALE,0.2
2009,Netherlands,MALE,0.2
2009,Netherlands,FEMALE,0.2
2009,Netherlands,BOTHSEX,0.2
2010,Netherlands,BOTHSEX,0.1
2011,Netherlands,BOTHSEX,0.2
2012,Netherlands,MALE,0.1
2012,Netherlands,BOTHSEX,0.1
2012,Netherlands,FEMALE,0.1
2013,Netherlands,FEMALE,0.1
2013,Netherlands,BOTHSEX,0.1
2013,Netherlands,MALE,0.1
2014,Netherlands,MALE,0.1
2014,Netherlands,FEMALE,0.1
2014,Netherlands,BOTHSEX,0.1
2015,Netherlands,BOTHSEX,0.1
2015,Netherlands,FEMALE,0.1
