Year,GeoAreaName,Age,Freq,Location,Sex,Value
2015,Malta,,,,,90.64468
2001,Germany,,,,,55.29396
2002,Germany,,,,,55.67264
2003,Germany,,,,,56.43976
2004,Germany,,,,,64.66645
2005,Germany,,,,,66.00031
2006,Germany,,,,,70.45026
2008,Croatia,,,,,24.75404
2009,Croatia,,,,,24.75404
2010,Croatia,,,,,24.75658
2011,Croatia,,,,,28.52719
2012,Croatia,,,,,28.52719
2013,Croatia,,,,,73.37383
2014,Croatia,,,,,80.77662
2015,Croatia,,,,,80.77662
2016,Croatia,,,,,80.77662
2017,Croatia,,,,,80.77662
2018,Croatia,,,,,80.77662
2019,Croatia,,,,,80.77662
2016,Malta,,,,,90.85365
2017,Malta,,,,,90.85365
2018,Malta,,,,,90.85365
2019,Malta,,,,,90.8537
2020,Malta,,,,,90.8537
2021,Malta,,,,,90.8537
2020,Croatia,,,,,80.77662
2021,Croatia,,,,,80.77662
2022,Croatia,,,,,80.77662
2000,Cyprus,,,,,4.60592
2001,Cyprus,,,,,6.27847
2002,Cyprus,,,,,6.27847
2003,Cyprus,,,,,7.07566
2004,Cyprus,,,,,8.35087
2005,Cyprus,,,,,18.90698
2006,Cyprus,,,,,18.90698
2007,Cyprus,,,,,40.8441
2008,Cyprus,,,,,54.0622
2022,Malta,,,,,90.8537
2000,Republic of Moldova,,,,,42.89976
2001,Republic of Moldova,,,,,44.86717
2002,Republic of Moldova,,,,,47.75232
2003,Republic of Moldova,,,,,49.03145
2004,Republic of Moldova,,,,,52.92326
2009,Cyprus,,,,,58.14288
2010,Cyprus,,,,,58.14288
2011,Cyprus,,,,,59.40756
2012,Cyprus,,,,,59.40756
2013,Cyprus,,,,,62.34268
2014,Cyprus,,,,,68.98873
2005,Republic of Moldova,,,,,53.87297
2006,Republic of Moldova,,,,,56.83502
2007,Republic of Moldova,,,,,58.67689
2008,Republic of Moldova,,,,,60.19496
2009,Republic of Moldova,,,,,61.18733
2010,Republic of Moldova,,,,,62.16741
2015,Cyprus,,,,,69.15333
2016,Cyprus,,,,,72.45536
2017,Cyprus,,,,,72.45536
2018,Cyprus,,,,,72.45539
2019,Cyprus,,,,,74.28598
2020,Cyprus,,,,,74.28598
2021,Cyprus,,,,,74.28598
2022,Cyprus,,,,,74.28598
2000,Czechia,,,,,48.24276
2001,Czechia,,,,,48.25195
2002,Czechia,,,,,48.27031
2003,Czechia,,,,,48.27031
2011,Republic of Moldova,,,,,64.87067
2012,Republic of Moldova,,,,,66.60314
2013,Republic of Moldova,,,,,68.07014
2014,Republic of Moldova,,,,,69.77341
2015,Republic of Moldova,,,,,71.92164
2016,Republic of Moldova,,,,,73.36808
2004,Czechia,,,,,76.71974
2005,Czechia,,,,,88.29386
2006,Czechia,,,,,88.35107
2007,Czechia,,,,,88.35107
2008,Czechia,,,,,89.54215
2009,Czechia,,,,,94.07476
2017,Republic of Moldova,,,,,78.08425
2018,Republic of Moldova,,,,,78.36995
2019,Republic of Moldova,,,,,78.36995
2020,Republic of Moldova,,,,,78.36995
2021,Republic of Moldova,,,,,78.36995
2022,Republic of Moldova,,,,,78.36995
2000,Montenegro,,,,,17.65621
2001,Montenegro,,,,,17.65621
2002,Montenegro,,,,,17.65621
2003,Montenegro,,,,,17.65621
2004,Montenegro,,,,,17.65621
2005,Montenegro,,,,,17.65621
2006,Montenegro,,,,,17.65621
2007,Montenegro,,,,,17.65621
2008,Montenegro,,,,,17.65621
2009,Montenegro,,,,,17.65621
2010,Montenegro,,,,,17.65621
2011,Montenegro,,,,,17.65621
2012,Montenegro,,,,,17.65621
2013,Montenegro,,,,,17.65621
2014,Montenegro,,,,,17.65621
2015,Montenegro,,,,,17.65621
2016,Montenegro,,,,,17.65621
2017,Montenegro,,,,,17.65621
2010,Czechia,,,,,94.07476
2011,Czechia,,,,,94.08137
2012,Czechia,,,,,94.08397
2013,Czechia,,,,,94.09003
2014,Czechia,,,,,94.09549
2015,Czechia,,,,,94.09748
2018,Montenegro,,,,,17.65621
2019,Montenegro,,,,,25.90711
2020,Montenegro,,,,,25.90711
2021,Montenegro,,,,,25.90711
2022,Montenegro,,,,,25.90711
2000,Netherlands,,,,,63.26954
2016,Czechia,,,,,94.09869
2017,Czechia,,,,,94.11017
2018,Czechia,,,,,94.71397
2019,Czechia,,,,,94.71397
2020,Czechia,,,,,94.71397
2021,Czechia,,,,,94.71397
2001,Netherlands,,,,,63.26954
2002,Netherlands,,,,,64.01663
2003,Netherlands,,,,,64.01663
2004,Netherlands,,,,,64.3294
2005,Netherlands,,,,,65.30978
2006,Netherlands,,,,,65.34816
2022,Czechia,,,,,94.71397
2000,Denmark,,,,,85.75514
2001,Denmark,,,,,85.75514
2002,Denmark,,,,,85.75514
2003,Denmark,,,,,85.99468
2004,Denmark,,,,,86.33434
2007,Netherlands,,,,,65.34816
2008,Netherlands,,,,,65.37239
2009,Netherlands,,,,,65.38114
2010,Netherlands,,,,,68.19487
2011,Netherlands,,,,,68.27505
2012,Netherlands,,,,,68.27505
2007,Azerbaijan,,,,,33.20337
2008,Azerbaijan,,,,,34.98926
2009,Azerbaijan,,,,,36.09448
2010,Azerbaijan,,,,,36.09448
2011,Azerbaijan,,,,,36.09448
2012,Azerbaijan,,,,,36.09448
2013,Azerbaijan,,,,,36.09448
2014,Azerbaijan,,,,,36.09448
2015,Azerbaijan,,,,,36.09448
2016,Azerbaijan,,,,,36.09448
2017,Azerbaijan,,,,,36.09448
2018,Azerbaijan,,,,,36.61487
2013,Netherlands,,,,,73.53972
2014,Netherlands,,,,,75.08522
2015,Netherlands,,,,,76.16401
2016,Netherlands,,,,,76.30962
2017,Netherlands,,,,,77.60738
2018,Netherlands,,,,,79.58852
2005,Denmark,,,,,86.36737
2006,Denmark,,,,,86.36737
2007,Denmark,,,,,86.7347
2008,Denmark,,,,,86.7347
2009,Denmark,,,,,87.85466
2010,Denmark,,,,,87.87983
2007,Germany,,,,,73.46591
2008,Germany,,,,,75.63933
2009,Germany,,,,,76.04563
2010,Germany,,,,,76.21894
2011,Germany,,,,,76.58543
2012,Germany,,,,,76.65634
2019,Netherlands,,,,,79.58852
2020,Netherlands,,,,,79.58852
2021,Netherlands,,,,,79.58852
2022,Netherlands,,,,,79.58852
2000,Norway,,,,,38.17048
2001,Norway,,,,,38.17048
2011,Denmark,,,,,88.57224
2012,Denmark,,,,,88.57224
2013,Denmark,,,,,88.57224
2014,Denmark,,,,,88.59677
2015,Denmark,,,,,88.59677
2016,Denmark,,,,,88.63242
2002,Norway,,,,,47.8091
2003,Norway,,,,,49.54954
2004,Norway,,,,,50.34386
2005,Norway,,,,,50.65045
2006,Norway,,,,,52.07204
2007,Norway,,,,,52.15569
2017,Denmark,,,,,88.63242
2018,Denmark,,,,,88.63242
2019,Denmark,,,,,88.63242
2020,Denmark,,,,,88.63242
2021,Denmark,,,,,88.63242
2022,Denmark,,,,,88.63242
2008,Norway,,,,,52.37764
2009,Norway,,,,,52.46165
2010,Norway,,,,,52.719
2011,Norway,,,,,52.94827
2012,Norway,,,,,53.05657
2013,Norway,,,,,53.87206
2014,Norway,,,,,54.40397
2015,Norway,,,,,54.47905
2016,Norway,,,,,55.70525
2017,Norway,,,,,55.75827
2018,Norway,,,,,56.48848
2019,Norway,,,,,56.51899
2020,Norway,,,,,56.80124
2021,Norway,,,,,56.80124
2022,Norway,,,,,56.80124
2000,Poland,,,,,51.25272
2001,Poland,,,,,51.47221
2002,Poland,,,,,51.66861
2000,Estonia,,,,,8.71811
2001,Estonia,,,,,8.79969
2002,Estonia,,,,,8.79969
2003,Estonia,,,,,9.11931
2004,Estonia,,,,,94.73818
2005,Estonia,,,,,94.74056
2013,Germany,,,,,76.86593
2014,Germany,,,,,76.9359
2015,Germany,,,,,77.0129
2016,Germany,,,,,77.25156
2017,Germany,,,,,77.55135
2018,Germany,,,,,78.20505
2003,Poland,,,,,53.7725
2004,Poland,,,,,69.3309
2005,Poland,,,,,69.42155
2006,Poland,,,,,69.42215
2007,Poland,,,,,81.86592
2008,Poland,,,,,85.13831
2009,Poland,,,,,85.61265
2010,Poland,,,,,85.61265
2011,Poland,,,,,88.43967
2012,Poland,,,,,88.66537
2013,Poland,,,,,88.66662
2014,Poland,,,,,88.66662
2015,Poland,,,,,88.66782
2016,Poland,,,,,88.66782
2017,Poland,,,,,88.6824
2018,Poland,,,,,88.70072
2019,Poland,,,,,88.70074
2020,Poland,,,,,88.70074
2019,Germany,,,,,79.13985
2020,Germany,,,,,79.13985
2021,Germany,,,,,79.13985
2022,Germany,,,,,79.13985
2000,Greece,,,,,26.47725
2001,Greece,,,,,44.01327
2021,Poland,,,,,88.70091
2022,Poland,,,,,88.70091
2000,Portugal,,,,,45.12032
2001,Portugal,,,,,45.2877
2002,Portugal,,,,,45.2877
2003,Portugal,,,,,46.82576
2006,Estonia,,,,,94.74172
2007,Estonia,,,,,94.74356
2008,Estonia,,,,,94.74379
2009,Estonia,,,,,94.74482
2010,Estonia,,,,,94.7454
2011,Estonia,,,,,94.74988
2004,Portugal,,,,,47.85936
2005,Portugal,,,,,50.17559
2006,Portugal,,,,,50.27417
2007,Portugal,,,,,50.27417
2008,Portugal,,,,,72.76265
2009,Portugal,,,,,73.9219
2010,Portugal,,,,,73.9219
2011,Portugal,,,,,76.95007
2012,Portugal,,,,,77.00693
2013,Portugal,,,,,77.00693
2014,Portugal,,,,,77.00693
2015,Portugal,,,,,77.00693
2016,Portugal,,,,,77.00693
2017,Portugal,,,,,77.00693
2018,Portugal,,,,,77.2651
2019,Portugal,,,,,77.2651
2020,Portugal,,,,,77.2651
2021,Portugal,,,,,77.2651
2012,Estonia,,,,,94.74991
2013,Estonia,,,,,94.74991
2014,Estonia,,,,,94.80731
2015,Estonia,,,,,94.80737
2016,Estonia,,,,,94.80745
2017,Estonia,,,,,94.84957
2022,Portugal,,,,,77.2651
2000,Romania,,,,,13.30808
2001,Romania,,,,,13.30808
2002,Romania,,,,,13.30808
2003,Romania,,,,,13.30808
2004,Romania,,,,,13.30808
2018,Estonia,,,,,94.85726
2019,Estonia,,,,,94.86216
2020,Estonia,,,,,94.86836
2021,Estonia,,,,,94.86944
2022,Estonia,,,,,94.86944
2000,Finland,,,,,60.17911
2005,Romania,,,,,17.31823
2006,Romania,,,,,17.38512
2007,Romania,,,,,60.26574
2008,Romania,,,,,61.53778
2009,Romania,,,,,64.96568
2010,Romania,,,,,64.96568
2002,Greece,,,,,54.243
2003,Greece,,,,,54.59755
2004,Greece,,,,,54.77783
2005,Greece,,,,,55.99235
2006,Greece,,,,,56.39316
2007,Greece,,,,,56.73898
2011,Romania,,,,,75.14236
2012,Romania,,,,,75.14236
2013,Romania,,,,,75.89913
2014,Romania,,,,,75.89913
2015,Romania,,,,,75.89913
2016,Romania,,,,,75.90178
2001,Finland,,,,,60.21177
2002,Finland,,,,,60.36901
2003,Finland,,,,,60.40828
2004,Finland,,,,,64.10873
2005,Finland,,,,,68.51311
2006,Finland,,,,,68.57112
2017,Romania,,,,,75.90178
2018,Romania,,,,,75.95557
2019,Romania,,,,,75.95557
2020,Romania,,,,,75.95557
2021,Romania,,,,,75.95557
2022,Romania,,,,,75.95557
2019,Azerbaijan,,,,,36.61487
2020,Azerbaijan,,,,,36.61487
2021,Azerbaijan,,,,,36.61487
2022,Azerbaijan,,,,,36.61487
2000,Austria,,,,,54.48809
2001,Austria,,,,,56.36168
2007,Finland,,,,,68.5895
2008,Finland,,,,,68.59588
2009,Finland,,,,,68.6452
2010,Finland,,,,,68.65669
2011,Finland,,,,,69.0753
2012,Finland,,,,,69.07966
2008,Greece,,,,,61.25224
2009,Greece,,,,,63.16368
2010,Greece,,,,,80.44927
2011,Greece,,,,,86.51999
2012,Greece,,,,,86.51999
2013,Greece,,,,,86.51999
2000,Serbia,,,,,17.23779
2001,Serbia,,,,,19.65726
2002,Serbia,,,,,19.65726
2003,Serbia,,,,,19.65726
2004,Serbia,,,,,19.65726
2005,Serbia,,,,,20.98879
2006,Serbia,,,,,21.35205
2007,Serbia,,,,,21.35205
2008,Serbia,,,,,21.45894
2009,Serbia,,,,,21.46972
2010,Serbia,,,,,21.46972
2011,Serbia,,,,,21.46972
2014,Greece,,,,,86.51999
2015,Greece,,,,,86.51999
2016,Greece,,,,,86.51999
2017,Greece,,,,,86.51999
2018,Greece,,,,,86.51999
2019,Greece,,,,,86.51999
2002,Austria,,,,,56.74739
2003,Austria,,,,,56.75995
2004,Austria,,,,,61.1298
2005,Austria,,,,,61.16749
2006,Austria,,,,,62.28147
2007,Austria,,,,,62.75006
2013,Finland,,,,,69.08701
2014,Finland,,,,,69.17329
2015,Finland,,,,,71.6894
2016,Finland,,,,,71.72813
2017,Finland,,,,,71.75235
2018,Finland,,,,,71.75346
2020,Greece,,,,,86.51999
2021,Greece,,,,,86.51999
2022,Greece,,,,,86.51999
2000,Hungary,,,,,45.54759
2001,Hungary,,,,,45.54776
2002,Hungary,,,,,46.77411
2012,Serbia,,,,,21.5484
2013,Serbia,,,,,22.93515
2014,Serbia,,,,,24.7165
2015,Serbia,,,,,26.74926
2016,Serbia,,,,,26.82042
2017,Serbia,,,,,26.82055
2018,Serbia,,,,,28.58239
2019,Serbia,,,,,29.44499
2020,Serbia,,,,,29.44499
2021,Serbia,,,,,29.44499
2022,Serbia,,,,,29.44499
2000,Slovakia,,,,,34.2002
2019,Finland,,,,,71.75563
2020,Finland,,,,,71.77046
2021,Finland,,,,,71.77046
2022,Finland,,,,,71.77046
2000,France,,,,,29.48484
2001,France,,,,,31.92837
2002,France,,,,,31.98353
2003,France,,,,,33.67578
2004,France,,,,,34.64947
2005,France,,,,,38.01201
2006,France,,,,,41.28396
2007,France,,,,,44.09207
2001,Slovakia,,,,,40.27077
2002,Slovakia,,,,,43.025
2003,Slovakia,,,,,48.07335
2004,Slovakia,,,,,71.78611
2005,Slovakia,,,,,73.21551
2006,Slovakia,,,,,73.21551
2007,Slovakia,,,,,73.45847
2008,Slovakia,,,,,73.45847
2009,Slovakia,,,,,73.51421
2010,Slovakia,,,,,73.66163
2011,Slovakia,,,,,84.87862
2012,Slovakia,,,,,85.28316
2008,France,,,,,45.97047
2009,France,,,,,48.29391
2010,France,,,,,49.54842
2011,France,,,,,50.939
2012,France,,,,,54.61032
2013,France,,,,,55.13892
2003,Hungary,,,,,46.77411
2004,Hungary,,,,,82.35241
2005,Hungary,,,,,82.35241
2006,Hungary,,,,,82.55393
2007,Hungary,,,,,82.55393
2008,Hungary,,,,,82.55394
2013,Slovakia,,,,,85.28316
2014,Slovakia,,,,,85.28316
2015,Slovakia,,,,,85.28316
2016,Slovakia,,,,,85.5223
2017,Slovakia,,,,,85.77913
2018,Slovakia,,,,,85.77913
2019,Slovakia,,,,,85.77913
2020,Slovakia,,,,,85.79254
2021,Slovakia,,,,,85.79254
2022,Slovakia,,,,,85.79254
2000,Slovenia,,,,,14.30257
2001,Slovenia,,,,,14.30257
2002,Slovenia,,,,,17.39686
2003,Slovenia,,,,,20.1807
2004,Slovenia,,,,,70.92566
2005,Slovenia,,,,,70.92566
2006,Slovenia,,,,,70.92613
2007,Slovenia,,,,,70.92613
2014,France,,,,,62.67754
2015,France,,,,,64.52243
2016,France,,,,,65.98001
2017,France,,,,,67.14732
2018,France,,,,,73.58045
2019,France,,,,,79.18799
2008,Slovenia,,,,,71.0001
2009,Slovenia,,,,,71.0001
2010,Slovenia,,,,,71.00011
2011,Slovenia,,,,,71.00011
2012,Slovenia,,,,,71.06052
2013,Slovenia,,,,,73.3632
2014,Slovenia,,,,,73.37105
2015,Slovenia,,,,,73.37618
2016,Slovenia,,,,,73.40965
2017,Slovenia,,,,,73.41141
2018,Slovenia,,,,,73.86553
2019,Slovenia,,,,,73.86553
2020,Slovenia,,,,,73.86553
2021,Slovenia,,,,,73.86553
2022,Slovenia,,,,,73.86553
2000,Spain,,,,,34.62471
2001,Spain,,,,,39.83764
2002,Spain,,,,,40.22432
2003,Spain,,,,,41.31896
2004,Spain,,,,,42.1465
2005,Spain,,,,,44.64187
2006,Spain,,,,,49.50187
2007,Spain,,,,,49.85023
2008,Spain,,,,,50.20707
2009,Hungary,,,,,82.55456
2010,Hungary,,,,,84.26138
2011,Hungary,,,,,84.26138
2012,Hungary,,,,,84.26138
2013,Hungary,,,,,84.26138
2014,Hungary,,,,,84.26157
2020,France,,,,,81.11635
2021,France,,,,,81.11635
2022,France,,,,,81.11635
2000,Türkiye,,,,,2.06704
2001,Türkiye,,,,,2.06704
2002,Türkiye,,,,,2.06704
2009,Spain,,,,,50.84094
2010,Spain,,,,,51.32725
2011,Spain,,,,,51.82945
2012,Spain,,,,,51.85323
2013,Spain,,,,,51.92948
2014,Spain,,,,,54.55418
2015,Spain,,,,,57.27809
2016,Spain,,,,,57.32562
2017,Spain,,,,,57.59504
2018,Spain,,,,,57.59538
2019,Spain,,,,,57.59786
2020,Spain,,,,,57.61379
2003,Türkiye,,,,,2.06704
2004,Türkiye,,,,,2.06704
2005,Türkiye,,,,,2.27132
2006,Türkiye,,,,,2.27132
2007,Türkiye,,,,,2.27132
2008,Türkiye,,,,,2.27132
2015,Hungary,,,,,84.2616
2016,Hungary,,,,,84.2616
2017,Hungary,,,,,84.2616
2018,Hungary,,,,,84.26164
2019,Hungary,,,,,84.26164
2020,Hungary,,,,,84.26164
2009,Türkiye,,,,,2.27132
2010,Türkiye,,,,,2.27132
2011,Türkiye,,,,,2.27132
2012,Türkiye,,,,,2.27132
2013,Türkiye,,,,,2.32686
2014,Türkiye,,,,,2.32686
2021,Spain,,,,,57.61379
2022,Spain,,,,,57.61379
2000,Sweden,,,,,48.58995
2001,Sweden,,,,,49.99966
2002,Sweden,,,,,51.21265
2003,Sweden,,,,,51.22511
2004,Sweden,,,,,52.89106
2005,Sweden,,,,,52.90252
2006,Sweden,,,,,54.21716
2007,Sweden,,,,,54.2192
2008,Sweden,,,,,56.32256
2009,Sweden,,,,,56.45898
2015,Türkiye,,,,,2.32686
2016,Türkiye,,,,,2.32686
2017,Türkiye,,,,,2.32686
2018,Türkiye,,,,,2.32686
2019,Türkiye,,,,,2.32686
2020,Türkiye,,,,,2.32686
2010,Sweden,,,,,56.50953
2011,Sweden,,,,,57.66467
2012,Sweden,,,,,57.78933
2013,Sweden,,,,,57.78988
2014,Sweden,,,,,57.97568
2015,Sweden,,,,,58.03643
2016,Sweden,,,,,58.62913
2017,Sweden,,,,,58.7856
2018,Sweden,,,,,58.94376
2019,Sweden,,,,,59.09743
2020,Sweden,,,,,59.23071
2021,Sweden,,,,,59.23142
2022,Sweden,,,,,59.23142
2000,Switzerland,,,,,26.04049
2001,Switzerland,,,,,32.59874
2002,Switzerland,,,,,32.59874
2003,Switzerland,,,,,32.95193
2004,Switzerland,,,,,32.95193
2005,Switzerland,,,,,33.17339
2006,Switzerland,,,,,33.17339
2007,Switzerland,,,,,33.34435
2008,Switzerland,,,,,33.34435
2009,Switzerland,,,,,33.5836
2010,Switzerland,,,,,34.48107
2021,Türkiye,,,,,2.32686
2022,Türkiye,,,,,2.32686
2000,Turkmenistan,,,,,14.03967
2001,Turkmenistan,,,,,14.03967
2002,Turkmenistan,,,,,14.03967
2003,Turkmenistan,,,,,14.03967
2011,Switzerland,,,,,34.48107
2012,Switzerland,,,,,34.55698
2013,Switzerland,,,,,34.55698
2014,Switzerland,,,,,34.55698
2015,Switzerland,,,,,34.55698
2016,Switzerland,,,,,34.55698
2017,Switzerland,,,,,34.99503
2018,Switzerland,,,,,36.94992
2019,Switzerland,,,,,37.07802
2020,Switzerland,,,,,37.08132
2021,Switzerland,,,,,37.09475
2022,Switzerland,,,,,37.09475
2021,Hungary,,,,,84.26164
2022,Hungary,,,,,84.26164
2000,Iceland,,,,,12.59379
2001,Iceland,,,,,12.59379
2002,Iceland,,,,,12.62947
2003,Iceland,,,,,12.62947
2000,Tajikistan,,,,,15.76866
2001,Tajikistan,,,,,15.76866
2002,Tajikistan,,,,,15.76866
2003,Tajikistan,,,,,15.76866
2004,Tajikistan,,,,,15.76866
2005,Tajikistan,,,,,15.76866
2006,Tajikistan,,,,,15.76866
2007,Tajikistan,,,,,15.76866
2008,Tajikistan,,,,,15.76866
2009,Tajikistan,,,,,15.76866
2010,Tajikistan,,,,,15.76866
2011,Tajikistan,,,,,15.76866
2012,Tajikistan,,,,,15.76866
2013,Tajikistan,,,,,16.80902
2014,Tajikistan,,,,,16.80902
2015,Tajikistan,,,,,16.80902
2016,Tajikistan,,,,,16.80902
2017,Tajikistan,,,,,16.80902
2004,Iceland,,,,,12.98481
2005,Iceland,,,,,14.44589
2006,Iceland,,,,,14.79892
2007,Iceland,,,,,14.79892
2008,Iceland,,,,,14.79892
2009,Iceland,,,,,16.07925
2004,Turkmenistan,,,,,14.03967
2005,Turkmenistan,,,,,14.03967
2006,Turkmenistan,,,,,14.03967
2007,Turkmenistan,,,,,14.03967
2008,Turkmenistan,,,,,14.03967
2009,Turkmenistan,,,,,14.03967
2010,Iceland,,,,,16.07925
2011,Iceland,,,,,16.3994
2012,Iceland,,,,,18.31586
2013,Iceland,,,,,18.31586
2014,Iceland,,,,,18.31586
2015,Iceland,,,,,18.31586
2010,Turkmenistan,,,,,14.03967
2011,Turkmenistan,,,,,14.03967
2012,Turkmenistan,,,,,14.03967
2013,Turkmenistan,,,,,14.03967
2014,Turkmenistan,,,,,14.03967
2015,Turkmenistan,,,,,14.03967
