Year,GeoAreaName,Sex,Value
2000,Belarus,FEMALE,3.2
2000,Belarus,MALE,13.6
2000,Belarus,BOTHSEX,8.1
2005,Belarus,BOTHSEX,7.2
2005,Belarus,FEMALE,2.9
2005,Belarus,MALE,12.1
2010,Belarus,BOTHSEX,4.8
2010,Belarus,FEMALE,2.1
2010,Belarus,MALE,7.9
2000,Spain,BOTHSEX,0.4
2000,Spain,FEMALE,0.3
2000,Spain,MALE,0.6
2005,Spain,BOTHSEX,0.6
2005,Spain,FEMALE,0.4
2005,Spain,MALE,0.9
2010,Spain,BOTHSEX,0.5
2010,Spain,FEMALE,0.2
2010,Spain,MALE,0.7
2015,Spain,BOTHSEX,0.3
2015,Spain,FEMALE,0.2
2015,Spain,MALE,0.5
2019,Spain,FEMALE,0.2
2019,Spain,BOTHSEX,0.4
2019,Spain,MALE,0.5
2000,Sweden,MALE,0.3
2000,Sweden,FEMALE,0.1
2000,Sweden,BOTHSEX,0.2
2005,Sweden,MALE,0.3
2005,Sweden,BOTHSEX,0.2
2005,Sweden,FEMALE,0.1
2010,Sweden,FEMALE,0.2
2010,Sweden,BOTHSEX,0.3
2010,Sweden,MALE,0.4
2015,Sweden,BOTHSEX,0.2
2015,Sweden,FEMALE,0.1
2015,Sweden,MALE,0.3
2015,Belarus,BOTHSEX,3.5
2015,Belarus,FEMALE,1.5
2015,Belarus,MALE,6.0
2019,Belarus,MALE,5.6
2019,Belarus,BOTHSEX,3.3
2019,Belarus,FEMALE,1.3
2000,Croatia,FEMALE,0.4
2000,Croatia,BOTHSEX,0.6
2000,Croatia,MALE,0.8
2019,Sweden,BOTHSEX,0.2
2019,Sweden,FEMALE,0.1
2019,Sweden,MALE,0.2
2000,Switzerland,FEMALE,0.1
2000,Switzerland,MALE,0.4
2000,Switzerland,BOTHSEX,0.2
2005,Switzerland,BOTHSEX,0.1
2005,Switzerland,MALE,0.1
2005,Switzerland,FEMALE,0.1
2005,Croatia,BOTHSEX,0.9
2005,Croatia,FEMALE,0.6
2005,Croatia,MALE,1.2
2010,Croatia,BOTHSEX,0.5
2010,Croatia,FEMALE,0.4
2010,Croatia,MALE,0.5
2015,Croatia,BOTHSEX,0.4
2015,Croatia,FEMALE,0.3
2015,Croatia,MALE,0.5
2000,Albania,BOTHSEX,0.8
2000,Albania,FEMALE,0.6
2000,Albania,MALE,1.0
2005,Albania,FEMALE,0.4
2005,Albania,MALE,0.7
2005,Albania,BOTHSEX,0.6
2010,Albania,BOTHSEX,0.5
2010,Albania,FEMALE,0.4
2010,Albania,MALE,0.6
2010,Switzerland,BOTHSEX,0.2
2010,Switzerland,MALE,0.2
