Year,GeoAreaName,Activity,Value
2007,Albania,ISIC4_C,37.37
2013,Albania,ISIC4_C,21.41
2019,Albania,ISIC4_C,20.89
2009,Azerbaijan,ISIC4_C,25.16
2013,Azerbaijan,ISIC4_C,28.04
2019,Azerbaijan,ISIC4_C,0.0
2021,Austria,ISIC4_C,47.49
2009,Armenia,ISIC4_C,35.49
2013,Armenia,ISIC4_C,20.83
2020,Armenia,ISIC4_C,43.44
2020,Belgium,ISIC4_C,80.84
2009,Bosnia and Herzegovina,ISIC4_C,59.31
2013,Bosnia and Herzegovina,ISIC4_C,73.66
2019,Bosnia and Herzegovina,ISIC4_C,44.38
2007,Bulgaria,ISIC4_C,27.29
2009,Bulgaria,ISIC4_C,31.39
2013,Bulgaria,ISIC4_C,38.02
2019,Bulgaria,ISIC4_C,49.26
2008,Belarus,ISIC4_C,23.5
2013,Belarus,ISIC4_C,13.63
2018,Belarus,ISIC4_C,16.49
2007,Croatia,ISIC4_C,74.92
2013,Croatia,ISIC4_C,47.94
2019,Croatia,ISIC4_C,34.66
2019,Cyprus,ISIC4_C,66.13
2009,Czechia,ISIC4_C,41.66
2013,Czechia,ISIC4_C,47.49
2019,Czechia,ISIC4_C,41.49
2020,Denmark,ISIC4_C,45.04
2009,Estonia,ISIC4_C,51.67
2013,Estonia,ISIC4_C,42.47
2019,Estonia,ISIC4_C,38.32
2020,Finland,ISIC4_C,66.54
2021,France,ISIC4_C,70.11
2008,Georgia,ISIC4_C,32.4
2013,Georgia,ISIC4_C,35.76
2019,Georgia,ISIC4_C,37.96
2021,Germany,ISIC4_C,51.06
2018,Greece,ISIC4_C,31.25
2009,Hungary,ISIC4_C,42.55
2013,Hungary,ISIC4_C,28.16
2019,Hungary,ISIC4_C,49.44
2020,Ireland,ISIC4_C,45.76
2019,Italy,ISIC4_C,25.94
2009,Kazakhstan,ISIC4_C,13.33
2013,Kazakhstan,ISIC4_C,12.7
2019,Kazakhstan,ISIC4_C,17.93
2009,Kyrgyzstan,ISIC4_C,18.95
2013,Kyrgyzstan,ISIC4_C,15.3
2019,Kyrgyzstan,ISIC4_C,20.21
2009,Latvia,ISIC4_C,34.81
2013,Latvia,ISIC4_C,10.46
2019,Latvia,ISIC4_C,15.08
2009,Lithuania,ISIC4_C,33.38
2013,Lithuania,ISIC4_C,26.11
2019,Lithuania,ISIC4_C,19.5
2020,Luxembourg,ISIC4_C,55.57
2019,Malta,ISIC4_C,27.28
2009,Republic of Moldova,ISIC4_C,48.56
2013,Republic of Moldova,ISIC4_C,34.87
2019,Republic of Moldova,ISIC4_C,7.3
2009,Montenegro,ISIC4_C,52.18
2013,Montenegro,ISIC4_C,61.11
2019,Montenegro,ISIC4_C,35.86
2020,Netherlands,ISIC4_C,36.03
2009,Poland,ISIC4_C,47.43
2013,Poland,ISIC4_C,23.86
2019,Poland,ISIC4_C,33.81
2019,Portugal,ISIC4_C,57.02
2009,Romania,ISIC4_C,29.92
2013,Romania,ISIC4_C,40.36
2019,Romania,ISIC4_C,39.68
2009,Serbia,ISIC4_C,62.86
2013,Serbia,ISIC4_C,55.19
2019,Serbia,ISIC4_C,48.22
2009,Slovakia,ISIC4_C,50.75
2013,Slovakia,ISIC4_C,45.79
2019,Slovakia,ISIC4_C,24.35
2009,Slovenia,ISIC4_C,67.23
2013,Slovenia,ISIC4_C,66.0
2019,Slovenia,ISIC4_C,68.71
2021,Spain,ISIC4_C,77.52
2014,Sweden,ISIC4_C,41.34
2020,Sweden,ISIC4_C,39.68
2008,Tajikistan,ISIC4_C,21.9
2013,Tajikistan,ISIC4_C,14.31
2019,Tajikistan,ISIC4_C,19.89
2008,Türkiye,ISIC4_C,45.56
2013,Türkiye,ISIC4_C,46.3
2019,Türkiye,ISIC4_C,31.3
2008,Ukraine,ISIC4_C,17.63
2013,Ukraine,ISIC4_C,16.82
2019,Ukraine,ISIC4_C,12.46
2009,North Macedonia,ISIC4_C,61.16
2013,North Macedonia,ISIC4_C,41.96
2019,North Macedonia,ISIC4_C,46.19
2008,Uzbekistan,ISIC4_C,8.48
2013,Uzbekistan,ISIC4_C,25.75
2019,Uzbekistan,ISIC4_C,20.7
2019,Uzbekistan,ISIC4_C,20.7
